move_key,symbol,year,event_type,event_ordinal,date,pct_through_move,gain_from_move_start,history_bars,label,move_gain_pct,close,event_gap_pct,event_rel_vol,event_rel_vol20,close_in_range,adr_pct_20,dollar_vol_20m,rs_63d,above_sma50,above_sma200,ema_stack_bull,trend_template,pct_off_52wk_high,pct_above_52wk_low,prior_gain_1m,prior_gain_3m,prior_gain_6m,trail60_ema10_adh,trail60_sma50_touches,tightness_10,depth_20,contraction_5v15,spy_above_50sma,spy_above_200sma,fwd_bars,fwd_ret_5,fwd_ret_10,fwd_ret_20,fwd_ret_60,fwd_mfe_60,fwd_mae_60,lod_stop_survives_20,reach_2r_before_stop,fwd_ema10_adh_60,fwd_max_dd_60
TSEM_2025,TSEM,2025,breakout50,9,2025-10-27,81.5,166.4,6449,tradable,352.44,79.0,2.9,0.99,1.41,29.77,3.87,65.36,1.53,True,True,True,True,-2.98,175.84,15.33,65.2,114.56,88.33,0,2.31,13.01,1.49,True,True,60,6.85,24.18,21.58,62.81,72.76,-2.48,False,False,88.33,-17.97
TSEM_2025,TSEM,2025,breakout20,10,2025-11-05,85.5,193.6,6456,tradable,352.44,87.06,-1.09,1.45,1.69,78.65,3.88,79.93,1.66,True,True,True,True,-1.86,203.98,20.78,78.26,141.9,91.67,0,4.95,20.08,0.54,True,True,60,22.24,13.17,32.17,56.67,63.89,-7.39,False,False,86.67,-17.97
TSEM_2025,TSEM,2025,breakout50,10,2025-11-05,85.5,193.6,6456,tradable,352.44,87.06,-1.09,1.45,1.69,78.65,3.88,79.93,1.66,True,True,True,True,-1.86,203.98,20.78,78.26,141.9,91.67,0,4.95,20.08,0.54,True,True,60,22.24,13.17,32.17,56.67,63.89,-7.39,False,False,86.67,-17.97
TSEM_2025,TSEM,2025,breakout20,11,2025-11-28,94.8,264.6,6472,tradable,352.44,108.11,1.88,1.41,0.95,75.39,6.13,193.58,1.73,True,True,True,True,-0.87,277.48,29.47,83.8,174.11,93.33,0,4.88,26.07,0.83,True,True,60,5.46,10.02,12.02,14.55,38.35,-0.25,True,True,68.33,-19.27
TSEM_2025,TSEM,2025,breakout50,11,2025-11-28,94.8,264.6,6472,tradable,352.44,108.11,1.88,1.41,0.95,75.39,6.13,193.58,1.73,True,True,True,True,-0.87,277.48,29.47,83.8,174.11,93.33,0,4.88,26.07,0.83,True,True,60,5.46,10.02,12.02,14.55,38.35,-0.25,True,True,68.33,-19.27
TSEM_2025,TSEM,2025,breakout20,12,2025-12-09,98.8,318.2,6479,tradable,352.44,124.0,0.08,1.02,0.81,97.65,5.66,201.94,1.75,True,True,True,True,-0.13,332.96,47.5,83.3,201.7,93.33,0,6.72,29.69,0.44,True,True,60,-7.37,-2.35,-5.38,-6.89,20.62,-12.56,False,False,58.33,-26.5
TSEM_2025,TSEM,2025,breakout50,12,2025-12-09,98.8,318.2,6479,tradable,352.44,124.0,0.08,1.02,0.81,97.65,5.66,201.94,1.75,True,True,True,True,-0.13,332.96,47.5,83.3,201.7,93.33,0,6.72,29.69,0.44,True,True,60,-7.37,-2.35,-5.38,-6.89,20.62,-12.56,False,False,58.33,-26.5
TTMI_2025,TTMI,2025,move_start,1,2025-04-07,0.0,0.0,6166,tradable,410.82,17.97,-4.89,1.14,1.23,82.37,4.41,14.13,0.85,False,False,False,False,-40.91,33.8,-21.73,-27.95,-1.48,40.0,16,8.53,32.77,1.57,False,False,60,3.95,3.01,39.84,144.96,147.25,-4.37,True,True,85.0,-13.36
TTMI_2025,TTMI,2025,breakout20,1,2025-05-01,9.9,29.9,6183,tradable,410.82,23.35,22.0,3.22,2.98,41.73,5.69,14.06,1.03,True,True,False,False,-23.22,73.86,12.75,-5.0,21.24,40.0,8,7.41,35.42,1.1,True,False,60,11.95,24.63,27.88,107.79,114.39,1.11,True,True,98.33,-8.36
TTMI_2025,TTMI,2025,gap,1,2025-05-01,9.9,29.9,6183,tradable,410.82,23.35,22.0,3.22,2.98,41.73,5.69,14.06,1.03,True,True,False,False,-23.22,73.86,12.75,-5.0,21.24,40.0,8,7.41,35.42,1.1,True,False,60,11.95,24.63,27.88,107.79,114.39,1.11,True,True,98.33,-8.36
TTMI_2025,TTMI,2025,breakout50,1,2025-05-07,12.2,44.3,6187,tradable,410.82,25.93,0.52,1.79,1.6,88.7,4.54,16.49,1.13,True,True,True,False,-14.73,66.01,44.3,4.64,31.49,40.0,5,11.19,33.96,1.0,True,False,60,14.35,11.45,23.83,72.89,97.26,-0.98,True,True,95.0,-12.09
TTMI_2025,TTMI,2025,breakout20,2,2025-06-03,22.7,80.2,6205,tradable,410.82,32.39,0.57,3.12,2.72,98.02,2.89,26.73,1.38,True,True,True,False,-0.15,105.33,29.4,42.31,35.01,58.33,0,3.5,25.06,0.54,True,True,60,11.72,12.38,28.93,44.8,57.92,-1.74,True,True,76.67,-19.56
TTMI_2025,TTMI,2025,breakout50,2,2025-06-03,22.7,80.2,6205,tradable,410.82,32.39,0.57,3.12,2.72,98.02,2.89,26.73,1.38,True,True,True,False,-0.15,105.33,29.4,42.31,35.01,58.33,0,3.5,25.06,0.54,True,True,60,11.72,12.38,28.93,44.8,57.92,-1.74,True,True,76.67,-19.56
TTMI_2025,TTMI,2025,breakout20,3,2025-06-25,31.4,118.1,6220,tradable,410.82,39.2,0.53,2.51,1.81,45.63,3.72,53.22,1.62,True,True,True,True,-3.38,148.5,37.11,71.25,58.51,75.0,0,2.73,27.88,0.6,True,True,60,6.53,11.94,12.93,32.96,37.6,0.0,True,True,75.0,-19.56
TTMI_2025,TTMI,2025,breakout50,3,2025-06-25,31.4,118.1,6220,tradable,410.82,39.2,0.53,2.51,1.81,45.63,3.72,53.22,1.62,True,True,True,True,-3.38,148.5,37.11,71.25,58.51,75.0,0,2.73,27.88,0.6,True,True,60,6.53,11.94,12.93,32.96,37.6,0.0,True,True,75.0,-19.56
TTMI_2025,TTMI,2025,breakout20,4,2025-07-15,39.0,154.8,6233,tradable,410.82,45.79,2.6,1.76,1.3,66.44,4.06,80.14,2.11,True,True,True,True,-1.05,190.28,25.73,145.52,85.53,95.0,0,3.55,23.24,0.43,True,True,60,-1.64,5.96,1.83,27.82,36.71,-14.39,False,False,75.0,-19.56
TTMI_2025,TTMI,2025,breakout50,4,2025-07-15,39.0,154.8,6233,tradable,410.82,45.79,2.6,1.76,1.3,66.44,4.06,80.14,2.11,True,True,True,True,-1.05,190.28,25.73,145.52,85.53,95.0,0,3.55,23.24,0.43,True,True,60,-1.64,5.96,1.83,27.82,36.71,-14.39,False,False,75.0,-19.56
TTMI_2025,TTMI,2025,breakout20,5,2025-09-05,60.5,165.4,6270,tradable,410.82,47.7,3.52,0.91,1.07,44.65,4.45,88.73,1.36,True,True,True,True,-6.74,202.38,10.39,48.55,110.13,76.67,6,2.68,20.74,0.82,True,True,60,-1.95,9.27,24.07,42.35,50.63,-4.14,False,False,78.33,-21.36
TTMI_2025,TTMI,2025,breakout20,6,2025-09-16,64.5,179.7,6277,tradable,410.82,50.27,-0.34,0.83,0.97,97.9,4.39,91.2,1.24,True,True,True,True,-1.72,218.68,20.26,35.54,127.16,75.0,6,3.01,22.08,0.42,True,True,60,12.47,14.58,9.91,54.57,57.21,-4.75,False,False,80.0,-21.36
TTMI_2025,TTMI,2025,breakout50,5,2025-09-18,65.7,194.0,6279,tradable,410.82,52.84,4.02,1.4,1.61,96.11,4.51,97.96,1.29,True,True,True,True,-0.21,234.97,30.47,42.93,133.7,75.0,6,3.71,25.1,0.69,True,True,60,3.16,14.08,10.62,38.97,52.5,-3.31,True,True,78.33,-21.36
TTMI_2025,TTMI,2025,breakout20,7,2025-10-01,70.9,228.7,6288,tradable,410.82,59.07,-0.39,1.77,1.7,69.02,4.68,136.75,1.31,True,True,True,True,-1.71,274.46,31.38,41.45,185.22,75.0,6,4.09,23.91,0.69,True,True,60,-0.91,-1.46,7.55,21.42,36.41,-9.67,False,False,71.67,-23.5
TTMI_2025,TTMI,2025,breakout50,6,2025-10-01,70.9,228.7,6288,tradable,410.82,59.07,-0.39,1.77,1.7,69.02,4.68,136.75,1.31,True,True,True,True,-1.71,274.46,31.38,41.45,185.22,75.0,6,4.09,23.91,0.69,True,True,60,-0.91,-1.46,7.55,21.42,36.41,-9.67,False,False,71.67,-23.5
TTMI_2025,TTMI,2025,breakout20,8,2025-10-29,82.6,253.5,6308,tradable,410.82,63.53,1.0,1.95,2.08,94.89,4.88,125.78,1.24,True,True,True,True,-0.36,302.74,10.3,34.46,217.33,71.67,6,3.57,16.32,0.87,True,True,60,10.28,10.97,7.49,48.92,67.92,-12.73,False,False,75.0,-23.5
TTMI_2025,TTMI,2025,breakout50,7,2025-10-29,82.6,253.5,6308,tradable,410.82,63.53,1.0,1.95,2.08,94.89,4.88,125.78,1.24,True,True,True,True,-0.36,302.74,10.3,34.46,217.33,71.67,6,3.57,16.32,0.87,True,True,60,10.28,10.97,7.49,48.92,67.92,-12.73,False,False,75.0,-23.5
TTMI_2025,TTMI,2025,breakout20,9,2025-12-04,97.1,305.3,6333,tradable,410.82,72.84,-1.02,1.18,1.27,92.43,7.19,148.3,1.44,True,True,True,True,-0.76,361.75,9.88,52.7,126.85,78.33,2,6.92,24.47,0.56,True,True,60,10.16,-7.89,-6.66,44.34,55.77,-15.73,False,False,71.67,-23.96
TTMI_2025,TTMI,2025,breakout50,8,2025-12-04,97.1,305.3,6333,tradable,410.82,72.84,-1.02,1.18,1.27,92.43,7.19,148.3,1.44,True,True,True,True,-0.76,361.75,9.88,52.7,126.85,78.33,2,6.92,24.47,0.56,True,True,60,10.16,-7.89,-6.66,44.34,55.77,-15.73,False,False,71.67,-23.96
UAMY_2025,UAMY,2025,move_start,1,2025-03-04,0.0,0.0,4294,,1476.8,1.26,1.16,0.05,0.06,18.18,9.27,4.0,1.79,False,True,False,False,-46.38,641.18,-26.74,72.58,98.24,53.33,1,10.94,40.19,0.38,False,True,60,14.29,34.92,78.57,90.48,206.35,-0.4,True,True,61.67,-39.31
UAMY_2025,UAMY,2025,breakout20,1,2025-03-21,8.4,67.5,4307,,1476.8,2.11,5.59,3.85,3.9,77.42,9.99,3.37,1.06,True,True,False,True,-10.21,904.76,24.12,-0.94,219.55,48.33,3,13.64,43.18,1.25,False,False,60,8.06,-6.64,42.18,31.75,82.94,-19.91,False,False,61.67,-39.31
UAMY_2025,UAMY,2025,breakout50,1,2025-03-21,8.4,67.5,4307,,1476.8,2.11,5.59,3.85,3.9,77.42,9.99,3.37,1.06,True,True,False,True,-10.21,904.76,24.12,-0.94,219.55,48.33,3,13.64,43.18,1.25,False,False,60,8.06,-6.64,42.18,31.75,82.94,-19.91,False,False,61.67,-39.31
UAMY_2025,UAMY,2025,gap,1,2025-03-21,8.4,67.5,4307,,1476.8,2.11,5.59,3.85,3.9,77.42,9.99,3.37,1.06,True,True,False,True,-10.21,904.76,24.12,-0.94,219.55,48.33,3,13.64,43.18,1.25,False,False,60,8.06,-6.64,42.18,31.75,82.94,-19.91,False,False,61.67,-39.31
UAMY_2025,UAMY,2025,gap,2,2025-03-25,9.7,75.4,4309,,1476.8,2.21,5.83,2.27,2.09,4.76,10.17,4.22,1.28,True,True,True,True,-8.3,952.38,47.33,25.57,230.59,48.33,3,14.28,48.13,1.46,False,True,60,1.81,-11.76,55.66,23.53,74.66,-23.53,False,False,60.0,-39.31
UAMY_2025,UAMY,2025,breakout20,2,2025-04-10,17.4,102.4,4321,,1476.8,2.55,0.0,2.91,2.33,89.74,10.96,6.94,1.94,True,True,True,True,-1.54,1114.29,73.47,72.3,235.09,58.33,3,8.49,39.38,1.02,False,False,60,25.49,33.33,28.63,-11.37,51.37,-23.92,True,True,45.0,-48.81
UAMY_2025,UAMY,2025,breakout50,2,2025-04-10,17.4,102.4,4321,,1476.8,2.55,0.0,2.91,2.33,89.74,10.96,6.94,1.94,True,True,True,True,-1.54,1114.29,73.47,72.3,235.09,58.33,3,8.49,39.38,1.02,False,False,60,25.49,33.33,28.63,-11.37,51.37,-23.92,True,True,45.0,-48.81
UAMY_2025,UAMY,2025,gap,3,2025-04-14,18.7,149.2,4323,,1476.8,3.14,9.32,2.59,1.91,96.55,11.39,8.95,2.27,True,True,True,True,-0.32,1395.24,85.8,110.74,342.0,58.33,3,16.13,47.62,1.51,False,False,60,3.82,4.78,-17.83,-13.38,22.93,-38.22,False,True,45.0,-48.81
UAMY_2025,UAMY,2025,breakout20,3,2025-04-24,23.2,199.2,4330,,1476.8,3.77,1.74,1.98,1.41,80.0,11.4,12.92,2.2,True,True,True,True,-2.33,1695.24,70.59,97.38,448.44,63.33,3,10.99,56.22,0.5,False,False,60,-14.59,-6.63,-31.83,-5.57,11.14,-48.54,False,False,45.0,-48.81
UAMY_2025,UAMY,2025,breakout50,3,2025-04-24,23.2,199.2,4330,,1476.8,3.77,1.74,1.98,1.41,80.0,11.4,12.92,2.2,True,True,True,True,-2.33,1695.24,70.59,97.38,448.44,63.33,3,10.99,56.22,0.5,False,False,60,-14.59,-6.63,-31.83,-5.57,11.14,-48.54,False,False,45.0,-48.81
UAMY_2025,UAMY,2025,gap,4,2025-06-05,41.9,138.1,4359,,1476.8,3.0,19.27,2.69,2.92,15.38,9.91,10.09,2.05,True,True,False,True,-22.28,999.71,-15.49,112.77,279.7,65.0,7,7.07,40.1,0.69,True,True,60,0.67,-9.0,-24.67,43.67,70.95,-35.33,False,True,63.33,-42.43
UAMY_2025,UAMY,2025,gap,5,2025-07-10,56.8,111.1,4382,,1476.8,2.66,8.41,2.11,1.9,96.0,8.87,11.6,1.08,False,True,False,False,-31.09,875.07,-12.79,36.41,48.6,45.0,8,9.32,37.42,0.49,True,True,60,40.23,35.34,32.33,191.35,215.79,-5.26,True,True,85.0,-27.65
UAMY_2025,UAMY,2025,breakout20,4,2025-07-15,58.7,161.1,4385,,1476.8,3.29,5.02,2.31,1.93,87.8,9.6,13.9,1.01,True,True,False,True,-14.77,1106.01,8.94,17.92,113.64,45.0,9,17.1,41.92,0.97,True,True,60,8.21,-6.69,16.11,189.36,205.17,-14.89,False,True,85.0,-27.65
UAMY_2025,UAMY,2025,gap,6,2025-07-15,58.7,161.1,4385,,1476.8,3.29,5.02,2.31,1.93,87.8,9.6,13.9,1.01,True,True,False,True,-14.77,1106.01,8.94,17.92,113.64,45.0,9,17.1,41.92,0.97,True,True,60,8.21,-6.69,16.11,189.36,205.17,-14.89,False,True,85.0,-27.65
UAMY_2025,UAMY,2025,breakout50,4,2025-07-18,60.6,207.1,4388,,1476.8,3.87,3.22,2.2,1.62,28.89,10.45,19.44,0.93,True,True,True,True,-7.64,1318.62,39.21,10.89,122.41,45.0,9,21.78,53.7,1.25,True,True,60,-13.44,-23.51,10.34,331.78,346.12,-27.65,False,False,85.0,-24.93
UAMY_2025,UAMY,2025,breakout20,5,2025-08-15,73.5,238.9,4408,,1476.8,4.27,0.24,1.25,1.42,68.82,9.65,17.82,1.52,True,True,True,True,-3.28,1086.11,14.48,65.5,107.28,51.67,5,7.99,36.58,0.76,True,True,60,10.54,6.56,18.74,79.63,361.59,-7.96,False,False,73.33,-64.28
UAMY_2025,UAMY,2025,breakout50,5,2025-08-15,73.5,238.9,4408,,1476.8,4.27,0.24,1.25,1.42,68.82,9.65,17.82,1.52,True,True,True,True,-3.28,1086.11,14.48,65.5,107.28,51.67,5,7.99,36.58,0.76,True,True,60,10.54,6.56,18.74,79.63,361.59,-7.96,False,False,73.33,-64.28
UAMY_2025,UAMY,2025,breakout20,6,2025-09-16,87.1,322.2,4429,,1476.8,5.32,1.38,1.42,1.44,62.5,8.48,27.01,1.68,True,True,True,True,-3.27,985.49,24.59,83.45,209.3,65.0,1,6.84,28.55,0.87,True,True,60,37.22,16.54,228.38,11.28,270.49,-3.01,True,True,50.0,-70.46
UAMY_2025,UAMY,2025,breakout50,6,2025-09-16,87.1,322.2,4429,,1476.8,5.32,1.38,1.42,1.44,62.5,8.48,27.01,1.68,True,True,True,True,-3.27,985.49,24.59,83.45,209.3,65.0,1,6.84,28.55,0.87,True,True,60,37.22,16.54,228.38,11.28,270.49,-3.01,True,True,50.0,-70.46
UAMY_2025,UAMY,2025,gap,7,2025-09-23,90.3,479.4,4434,,1476.8,7.3,9.61,4.33,3.96,26.28,8.38,41.31,2.59,True,True,True,True,-10.64,1389.49,54.66,182.95,227.35,73.33,1,15.76,49.32,2.16,True,True,60,-15.07,19.18,69.73,-37.81,170.0,-38.36,False,False,41.67,-74.24
UAMY_2025,UAMY,2025,gap,8,2025-09-24,91.0,429.4,4435,,1476.8,6.67,7.81,2.19,1.93,13.91,9.18,44.44,2.42,True,True,True,True,-18.35,1260.95,38.38,163.64,201.81,75.0,1,15.05,49.32,1.74,True,True,60,13.19,42.73,96.55,-32.68,195.5,-34.71,False,False,40.0,-75.07
UAMY_2025,UAMY,2025,gap,9,2025-10-01,94.2,499.2,4440,,1476.8,7.55,8.87,2.64,2.01,87.13,10.44,56.34,3.29,True,True,True,True,-7.58,1440.5,75.17,254.46,235.56,83.33,1,7.75,47.98,0.44,True,True,60,26.09,82.25,11.26,-17.35,161.06,-42.32,True,True,38.33,-75.07
UAMY_2025,UAMY,2025,gap,10,2025-10-06,96.1,542.1,4443,,1476.8,8.09,6.32,2.15,1.56,49.49,10.94,67.99,3.34,True,True,True,True,-5.82,1550.68,79.38,261.16,310.66,85.0,0,10.17,49.92,0.68,True,True,60,106.55,66.01,-12.98,-37.95,143.63,-46.17,False,True,33.33,-75.07
UAMY_2025,UAMY,2025,breakout20,7,2025-10-07,96.8,590.5,4444,,1476.8,8.7,4.94,2.62,1.85,26.85,10.85,75.67,3.59,True,True,True,True,-8.32,1675.15,100.69,284.96,332.84,85.0,0,12.49,53.0,0.76,True,True,60,100.8,42.41,-19.89,-31.84,126.55,-49.94,False,True,33.33,-75.07
UAMY_2025,UAMY,2025,breakout50,7,2025-10-07,96.8,590.5,4444,,1476.8,8.7,4.94,2.62,1.85,26.85,10.85,75.67,3.59,True,True,True,True,-8.32,1675.15,100.69,284.96,332.84,85.0,0,12.49,53.0,0.76,True,True,60,100.8,42.41,-19.89,-31.84,126.55,-49.94,False,True,33.33,-75.07
UAMY_2025,UAMY,2025,gap,11,2025-10-08,97.4,655.6,4445,,1476.8,9.52,9.08,2.69,1.85,38.46,10.82,84.64,3.33,True,True,True,True,-5.18,1842.46,106.06,257.89,388.21,85.0,0,15.4,55.58,0.76,True,True,60,44.54,37.71,-33.19,-27.84,107.04,-54.25,False,True,33.33,-75.07
UAMY_2025,UAMY,2025,gap,12,2025-10-09,98.1,763.5,4446,,1476.8,10.88,7.77,2.3,1.55,89.77,10.9,94.14,3.72,True,True,True,True,-0.82,2119.96,131.0,300.0,385.71,85.0,0,19.08,59.34,0.95,True,True,60,15.44,7.81,-35.11,-35.75,81.16,-59.97,False,True,33.33,-75.07
UAMY_2025,UAMY,2025,gap,13,2025-10-10,98.7,869.0,4447,,1476.8,12.21,10.29,3.96,2.54,31.47,11.42,114.85,3.91,True,True,True,True,-12.35,2391.33,166.01,308.36,378.82,85.0,0,22.53,65.25,1.78,True,True,60,-8.35,-1.64,-31.86,-35.79,61.43,-64.33,False,True,33.33,-75.07
UAMY_2025,UAMY,2025,gap,14,2025-10-13,99.4,1226.2,4448,,1476.8,16.71,20.31,4.62,2.83,85.79,12.34,151.99,4.77,True,True,True,True,-3.21,3309.51,238.95,407.9,498.92,85.0,0,32.42,70.92,2.48,True,True,60,-19.63,-42.73,-54.1,-55.66,17.95,-73.94,False,False,33.33,-75.07
UAMY_2025,UAMY,2025,gap,15,2025-10-14,100.0,1286.5,4449,,1476.8,17.47,16.7,4.95,2.91,47.79,13.12,196.72,4.4,True,True,True,True,-11.36,3464.58,244.58,367.11,456.37,85.0,0,35.06,73.44,2.47,True,True,60,-29.08,-47.68,-53.81,-56.21,-4.34,-75.07,False,False,33.33,-68.35
UEC_2025,UEC,2025,move_start,1,2025-04-07,0.0,0.0,2567,,362.31,4.1,-5.21,1.9,1.68,34.97,6.36,46.02,0.63,False,False,False,False,-54.09,6.49,-17.84,-46.34,-37.4,18.33,1,8.82,33.79,0.82,False,False,60,15.85,18.05,35.37,61.46,74.39,-4.88,True,True,80.0,-14.44
UEC_2025,UEC,2025,breakout20,1,2025-04-28,10.5,32.2,2581,,362.31,5.42,0.19,0.85,0.82,83.64,7.53,42.88,0.83,True,False,False,False,-39.31,40.78,6.07,-23.34,-35.71,30.0,3,5.53,29.55,0.52,False,False,60,-3.32,2.03,21.4,61.81,61.99,-7.29,False,False,78.33,-16.31
UEC_2025,UEC,2025,breakout20,2,2025-05-06,15.0,35.4,2587,,362.31,5.55,-1.72,1.67,1.76,73.87,6.63,40.5,0.84,True,False,True,False,-37.85,44.16,31.52,-21.83,-30.54,40.0,3,1.99,31.52,0.41,True,False,60,1.44,-6.49,10.81,56.22,63.78,-9.46,False,False,78.33,-16.31
UEC_2025,UEC,2025,gap,1,2025-05-07,15.8,40.7,2588,,362.31,5.77,5.41,1.59,1.67,48.04,6.17,42.16,0.88,True,False,True,False,-35.39,49.87,40.73,-18.04,-25.84,41.67,3,3.21,33.9,0.49,True,False,60,-1.73,-8.84,6.07,59.62,60.14,-12.91,False,False,78.33,-16.31
UEC_2025,UEC,2025,breakout20,3,2025-05-23,24.8,57.3,2600,,362.31,6.45,16.28,6.66,5.62,89.61,5.35,67.99,1.19,True,True,True,False,-27.77,67.53,22.39,15.18,-13.07,51.67,7,7.16,23.05,1.59,True,True,60,-11.78,2.48,3.1,45.58,68.68,-12.71,False,False,83.33,-16.31
UEC_2025,UEC,2025,breakout50,1,2025-05-23,24.8,57.3,2600,,362.31,6.45,16.28,6.66,5.62,89.61,5.35,67.99,1.19,True,True,True,False,-27.77,67.53,22.39,15.18,-13.07,51.67,7,7.16,23.05,1.59,True,True,60,-11.78,2.48,3.1,45.58,68.68,-12.71,False,False,83.33,-16.31
UEC_2025,UEC,2025,gap,2,2025-05-23,24.8,57.3,2600,,362.31,6.45,16.28,6.66,5.62,89.61,5.35,67.99,1.19,True,True,True,False,-27.77,67.53,22.39,15.18,-13.07,51.67,7,7.16,23.05,1.59,True,True,60,-11.78,2.48,3.1,45.58,68.68,-12.71,False,False,83.33,-16.31
UEC_2025,UEC,2025,gap,3,2025-05-27,25.6,60.5,2601,,362.31,6.58,9.61,3.1,2.49,12.72,5.58,76.71,1.22,True,True,True,False,-26.32,70.91,24.86,21.85,-20.53,53.33,7,9.33,29.51,2.22,True,True,60,-3.34,-5.93,2.58,46.2,65.35,-14.44,False,False,81.67,-16.31
UEC_2025,UEC,2025,gap,4,2025-06-03,29.3,55.1,2606,,362.31,6.36,8.96,2.17,1.55,86.35,6.37,92.71,1.17,True,True,True,False,-28.78,65.19,20.45,21.14,-21.29,60.0,7,9.23,29.51,0.53,True,True,60,-2.67,4.25,4.09,64.78,73.43,-7.23,True,True,83.33,-16.31
UEC_2025,UEC,2025,gap,5,2025-06-16,36.1,62.7,2615,,362.31,6.67,7.2,2.38,1.65,21.31,6.62,113.16,1.14,True,True,True,False,-25.31,73.25,18.68,20.83,-21.16,68.33,7,2.94,29.72,0.54,True,True,60,-0.3,-1.8,14.39,80.66,94.15,-11.54,False,False,83.33,-16.31
UEC_2025,UEC,2025,breakout20,4,2025-07-16,51.1,86.1,2635,,362.31,7.63,-0.72,1.9,2.12,92.33,5.43,85.62,1.39,True,True,True,False,-14.56,98.18,22.08,60.63,9.16,78.33,8,6.94,23.27,1.44,True,True,60,11.4,13.76,33.94,77.59,97.31,-2.88,True,True,90.0,-14.5
UEC_2025,UEC,2025,breakout50,2,2025-07-16,51.1,86.1,2635,,362.31,7.63,-0.72,1.9,2.12,92.33,5.43,85.62,1.39,True,True,True,False,-14.56,98.18,22.08,60.63,9.16,78.33,8,6.94,23.27,1.44,True,True,60,11.4,13.76,33.94,77.59,97.31,-2.88,True,True,90.0,-14.5
UEC_2025,UEC,2025,breakout20,5,2025-08-04,60.9,124.6,2648,,362.31,9.21,0.0,0.74,0.82,95.16,6.31,110.56,1.57,True,True,True,False,-0.32,139.22,39.12,74.43,30.45,78.33,5,3.29,36.15,0.45,True,True,60,5.21,15.09,19.22,65.36,93.26,-1.74,True,True,80.0,-24.73
UEC_2025,UEC,2025,breakout50,3,2025-08-04,60.9,124.6,2648,,362.31,9.21,0.0,0.74,0.82,95.16,6.31,110.56,1.57,True,True,True,False,-0.32,139.22,39.12,74.43,30.45,78.33,5,3.29,36.15,0.45,True,True,60,5.21,15.09,19.22,65.36,93.26,-1.74,True,True,80.0,-24.73
UEC_2025,UEC,2025,breakout20,6,2025-09-03,76.7,180.7,2669,,362.31,11.51,3.64,1.06,1.09,82.76,5.68,130.23,1.68,True,True,True,False,-0.86,198.96,24.97,80.97,119.24,83.33,1,5.83,20.5,0.83,True,True,60,9.47,6.34,12.86,4.95,54.64,-13.12,False,False,60.0,-40.26
UEC_2025,UEC,2025,breakout50,4,2025-09-03,76.7,180.7,2669,,362.31,11.51,3.64,1.06,1.09,82.76,5.68,130.23,1.68,True,True,True,False,-0.86,198.96,24.97,80.97,119.24,83.33,1,5.83,20.5,0.83,True,True,60,9.47,6.34,12.86,4.95,54.64,-13.12,False,False,60.0,-40.26
UEC_2025,UEC,2025,breakout20,7,2025-09-15,82.7,221.2,2677,,362.31,13.17,-0.25,1.67,1.72,95.51,6.34,145.63,1.9,True,True,True,False,-0.6,242.08,28.36,110.72,159.25,83.33,1,5.67,30.34,0.67,True,True,60,1.9,5.47,16.32,6.0,35.15,-24.07,False,False,58.33,-40.26
UEC_2025,UEC,2025,breakout50,5,2025-09-15,82.7,221.2,2677,,362.31,13.17,-0.25,1.67,1.72,95.51,6.34,145.63,1.9,True,True,True,False,-0.6,242.08,28.36,110.72,159.25,83.33,1,5.67,30.34,0.67,True,True,60,1.9,5.47,16.32,6.0,35.15,-24.07,False,False,58.33,-40.26
UEC_2025,UEC,2025,breakout20,8,2025-10-15,99.2,308.3,2699,,362.31,16.74,7.54,1.22,0.93,74.81,8.11,299.59,1.94,True,True,True,True,-1.99,334.81,35.66,105.15,263.12,90.0,0,8.48,34.07,1.03,True,True,60,-17.03,-6.93,-26.4,-4.72,6.33,-40.26,False,False,41.67,-37.5
UEC_2025,UEC,2025,breakout50,6,2025-10-15,99.2,308.3,2699,,362.31,16.74,7.54,1.22,0.93,74.81,8.11,299.59,1.94,True,True,True,True,-1.99,334.81,35.66,105.15,263.12,90.0,0,8.48,34.07,1.03,True,True,60,-17.03,-6.93,-26.4,-4.72,6.33,-40.26,False,False,41.67,-37.5
USAR_2025,USAR,2025,move_start,1,2025-03-27,0.0,0.0,394,,691.01,6.08,3.48,3.99,1.81,56.83,21.05,2.38,0.58,False,False,False,False,-69.6,9.35,-44.98,-44.68,-43.23,41.67,10,40.04,72.2,0.74,False,False,60,6.91,39.64,99.67,108.88,205.1,-8.22,True,True,50.0,-48.91
USAR_2025,USAR,2025,gap,1,2025-04-04,4.4,24.2,400,,691.01,7.55,30.77,28.01,11.74,8.67,25.27,5.47,0.76,False,False,False,False,-62.25,35.79,-29.44,-34.23,-29.6,33.33,9,16.64,72.2,0.34,False,False,60,10.07,55.5,49.01,39.34,145.7,-6.49,False,False,51.67,-48.91
USAR_2025,USAR,2025,gap,2,2025-04-14,8.8,93.3,406,,691.01,11.75,16.97,19.93,8.42,62.5,22.92,13.17,1.01,True,True,False,False,-41.25,111.33,-36.66,-6.3,9.3,31.67,9,20.07,69.93,0.48,False,False,60,-12.77,9.45,-24.68,-8.85,57.87,-31.91,False,True,46.67,-48.91
