move_key,symbol,year,event_type,event_ordinal,date,pct_through_move,gain_from_move_start,history_bars,label,move_gain_pct,close,event_gap_pct,event_rel_vol,event_rel_vol20,close_in_range,adr_pct_20,dollar_vol_20m,rs_63d,above_sma50,above_sma200,ema_stack_bull,trend_template,pct_off_52wk_high,pct_above_52wk_low,prior_gain_1m,prior_gain_3m,prior_gain_6m,trail60_ema10_adh,trail60_sma50_touches,tightness_10,depth_20,contraction_5v15,spy_above_50sma,spy_above_200sma,fwd_bars,fwd_ret_5,fwd_ret_10,fwd_ret_20,fwd_ret_60,fwd_mfe_60,fwd_mae_60,lod_stop_survives_20,reach_2r_before_stop,fwd_ema10_adh_60,fwd_max_dd_60
TRA_2007,TRA,2007,breakout50,7,2007-06-15,45.1,84.7,1872,,343.63,21.68,2.59,1.62,1.7,73.91,4.11,39.62,1.11,True,True,True,True,-0.82,265.6,14.17,22.28,107.86,70.0,14,3.67,17.84,0.81,True,True,60,9.46,17.2,33.53,19.74,37.18,-18.4,True,True,66.67,-39.48
TRA_2007,TRA,2007,gap,1,2007-06-22,47.2,102.1,1877,,343.63,23.73,7.72,2.21,1.97,12.5,4.34,52.29,1.23,True,True,True,True,-5.04,300.17,25.82,28.9,114.75,75.0,14,6.26,27.53,0.96,False,True,60,7.08,19.76,16.31,15.17,25.33,-25.45,False,True,65.0,-39.48
TRA_2007,TRA,2007,breakout20,9,2007-06-29,49.2,116.4,1882,,343.63,25.41,0.61,1.69,1.43,62.31,4.33,60.1,1.37,True,True,True,True,-1.89,325.63,31.39,45.28,110.35,80.0,13,4.66,26.53,0.55,False,True,60,11.85,13.93,-4.57,19.44,23.57,-30.38,False,True,65.0,-39.48
TRA_2007,TRA,2007,breakout50,8,2007-06-29,49.2,116.4,1882,,343.63,25.41,0.61,1.69,1.43,62.31,4.33,60.1,1.37,True,True,True,True,-1.89,325.63,31.39,45.28,110.35,80.0,13,4.66,26.53,0.55,False,True,60,11.85,13.93,-4.57,19.44,23.57,-30.38,False,True,65.0,-39.48
TRA_2007,TRA,2007,breakout20,10,2007-08-31,67.1,121.0,1926,,343.63,25.95,1.34,1.04,0.99,69.89,7.62,78.15,1.31,True,True,False,True,-12.74,261.42,11.23,25.12,57.18,66.67,11,3.77,33.19,0.43,False,True,60,-4.86,0.31,17.34,35.92,53.76,-7.63,False,False,75.0,-16.81
TRA_2007,TRA,2007,breakout20,11,2007-09-18,71.5,132.8,1937,,343.63,27.33,1.15,0.8,1.22,98.7,4.76,51.25,1.23,True,True,True,True,-8.1,272.34,26.94,22.78,50.0,65.0,14,2.87,17.44,0.67,True,True,60,11.05,4.1,23.27,43.4,52.36,-1.13,True,True,78.33,-16.81
TRA_2007,TRA,2007,breakout50,9,2007-09-21,72.8,155.2,1940,,343.63,29.96,3.84,1.35,2.06,78.85,4.77,53.42,1.25,True,True,True,True,-1.45,308.17,22.14,26.25,62.74,65.0,14,6.15,23.39,1.34,True,True,60,4.31,-2.37,11.18,33.64,39.52,-9.45,False,False,78.33,-16.81
TRA_2007,TRA,2007,gap,2,2007-10-09,77.6,166.7,1952,,343.63,31.31,5.64,5.27,5.18,82.29,5.07,96.39,1.11,True,True,True,True,-2.91,280.44,26.81,14.48,71.84,60.0,14,4.63,23.91,0.56,True,True,60,7.6,9.39,25.58,54.39,66.88,-2.94,False,True,83.33,-16.81
TRA_2007,TRA,2007,breakout20,12,2007-10-12,78.9,188.9,1955,,343.63,33.92,-0.06,0.98,0.87,97.05,5.46,109.78,1.16,True,True,True,True,-0.24,304.77,34.28,17.17,73.77,60.0,14,6.57,24.38,0.83,True,True,60,-1.8,3.33,11.79,38.24,54.04,-10.41,False,False,80.0,-20.94
TRA_2007,TRA,2007,breakout50,10,2007-10-12,78.9,188.9,1955,,343.63,33.92,-0.06,0.98,0.87,97.05,5.46,109.78,1.16,True,True,True,True,-0.24,304.77,34.28,17.17,73.77,60.0,14,6.57,24.38,0.83,True,True,60,-1.8,3.33,11.79,38.24,54.04,-10.41,False,False,80.0,-20.94
TRA_2007,TRA,2007,breakout20,13,2007-10-29,83.3,207.7,1966,,343.63,36.12,1.65,1.17,0.85,52.31,5.86,132.04,1.39,True,True,True,True,-1.69,300.0,15.58,47.55,108.18,75.0,11,3.17,26.16,0.55,True,True,60,3.46,-8.83,-2.35,22.34,48.06,-9.41,False,False,70.0,-36.25
TRA_2007,TRA,2007,breakout50,11,2007-10-29,83.3,207.7,1966,,343.63,36.12,1.65,1.17,0.85,52.31,5.86,132.04,1.39,True,True,True,True,-1.69,300.0,15.58,47.55,108.18,75.0,11,3.17,26.16,0.55,True,True,60,3.46,-8.83,-2.35,22.34,48.06,-9.41,False,False,70.0,-36.25
TRA_2007,TRA,2007,breakout20,14,2007-11-06,85.8,234.9,1972,,343.63,39.32,4.98,1.33,1.15,95.0,5.76,125.64,1.79,True,True,True,True,-0.2,323.71,33.7,81.95,113.93,83.33,11,4.34,22.87,0.67,True,True,60,-10.89,-12.26,1.14,14.73,36.01,-16.79,False,False,68.33,-36.25
TRA_2007,TRA,2007,breakout50,12,2007-11-06,85.8,234.9,1972,,343.63,39.32,4.98,1.33,1.15,95.0,5.76,125.64,1.79,True,True,True,True,-0.2,323.71,33.7,81.95,113.93,83.33,11,4.34,22.87,0.67,True,True,60,-10.89,-12.26,1.14,14.73,36.01,-16.79,False,False,68.33,-36.25
TRA_2007,TRA,2007,breakout20,15,2007-12-20,98.4,264.0,2003,,343.63,42.73,1.67,1.14,1.46,99.27,4.87,101.73,1.48,True,True,True,True,-0.05,287.05,23.86,42.62,80.07,78.33,2,2.59,20.58,0.63,False,False,60,14.86,11.12,-8.24,-15.12,25.16,-20.9,False,True,51.67,-36.25
TRA_2007,TRA,2007,breakout50,13,2007-12-20,98.4,264.0,2003,,343.63,42.73,1.67,1.14,1.46,99.27,4.87,101.73,1.48,True,True,True,True,-0.05,287.05,23.86,42.62,80.07,78.33,2,2.59,20.58,0.63,False,False,60,14.86,11.12,-8.24,-15.12,25.16,-20.9,False,True,51.67,-36.25
VALE.P_2007,VALE.P,2007,move_start,1,2007-01-10,0.0,0.0,818,,177.72,12.0,-1.14,1.31,1.31,60.43,2.86,66.52,1.16,True,True,False,False,-8.57,49.53,-2.44,21.21,17.13,78.33,3,3.65,11.77,0.79,True,True,60,5.21,15.21,19.58,39.38,41.0,1.67,True,True,81.67,-16.88
VALE.P_2007,VALE.P,2007,breakout20,1,2007-01-23,3.9,16.2,826,,177.72,13.945,1.17,1.89,1.81,91.6,3.25,71.64,1.28,True,True,True,True,-0.36,73.77,11.83,33.44,49.54,78.33,3,4.74,17.26,0.97,True,True,60,-1.18,6.13,14.02,24.6,27.79,-5.16,True,True,81.67,-16.88
VALE.P_2007,VALE.P,2007,breakout50,1,2007-01-23,3.9,16.2,826,,177.72,13.945,1.17,1.89,1.81,91.6,3.25,71.64,1.28,True,True,True,True,-0.36,73.77,11.83,33.44,49.54,78.33,3,4.74,17.26,0.97,True,True,60,-1.18,6.13,14.02,24.6,27.79,-5.16,True,True,81.67,-16.88
VALE.P_2007,VALE.P,2007,breakout20,2,2007-01-31,6.9,19.7,832,,177.72,14.365,1.23,1.42,1.18,97.03,3.31,85.14,1.28,True,True,True,True,-0.1,79.0,12.49,33.32,44.37,78.33,3,3.98,19.47,0.28,True,True,60,0.8,6.33,1.46,20.78,25.76,-7.94,False,True,78.33,-16.88
VALE.P_2007,VALE.P,2007,breakout50,2,2007-01-31,6.9,19.7,832,,177.72,14.365,1.23,1.42,1.18,97.03,3.31,85.14,1.28,True,True,True,True,-0.1,79.0,12.49,33.32,44.37,78.33,3,3.98,19.47,0.28,True,True,60,0.8,6.33,1.46,20.78,25.76,-7.94,False,True,78.33,-16.88
VALE.P_2007,VALE.P,2007,breakout20,3,2007-02-13,11.3,24.0,841,,177.72,14.885,2.67,0.95,0.83,97.5,2.87,93.63,1.23,True,True,True,True,-0.1,85.48,15.84,28.87,53.3,76.67,3,1.83,16.11,0.39,True,True,60,6.82,-1.68,0.27,22.57,26.6,-11.15,False,True,78.33,-16.88
VALE.P_2007,VALE.P,2007,breakout50,3,2007-02-13,11.3,24.0,841,,177.72,14.885,2.67,0.95,0.83,97.5,2.87,93.63,1.23,True,True,True,True,-0.1,85.48,15.84,28.87,53.3,76.67,3,1.83,16.11,0.39,True,True,60,6.82,-1.68,0.27,22.57,26.6,-11.15,False,True,78.33,-16.88
VALE.P_2007,VALE.P,2007,gap,1,2007-02-28,16.2,22.0,851,,177.72,14.635,5.45,2.14,1.83,55.45,3.23,112.99,1.27,True,True,True,True,-10.24,82.37,6.82,27.26,60.82,80.0,4,4.34,16.25,1.3,False,True,60,-1.43,1.98,3.66,20.12,30.41,-9.63,False,False,78.33,-9.26
VALE.P_2007,VALE.P,2007,breakout20,4,2007-04-03,27.9,36.1,875,,177.72,16.335,2.06,0.93,1.05,89.86,3.18,97.0,1.23,True,True,True,True,-0.21,103.55,22.09,24.46,76.5,76.67,5,1.85,16.0,0.65,True,True,60,4.53,6.8,7.35,13.47,22.34,-0.06,True,True,66.67,-9.78
VALE.P_2007,VALE.P,2007,breakout50,4,2007-04-03,27.9,36.1,875,,177.72,16.335,2.06,0.93,1.05,89.86,3.18,97.0,1.23,True,True,True,True,-0.21,103.55,22.09,24.46,76.5,76.67,5,1.85,16.0,0.65,True,True,60,4.53,6.8,7.35,13.47,22.34,-0.06,True,True,66.67,-9.78
VALE.P_2007,VALE.P,2007,breakout20,5,2007-04-13,31.4,43.3,882,,177.72,17.2,0.76,1.18,1.35,33.8,2.23,99.16,1.35,True,True,True,True,-1.35,114.33,15.24,38.15,73.74,81.67,3,3.21,15.14,0.43,True,True,60,3.08,0.87,7.99,18.02,21.1,-2.85,False,True,66.67,-9.78
VALE.P_2007,VALE.P,2007,breakout50,5,2007-04-13,31.4,43.3,882,,177.72,17.2,0.76,1.18,1.35,33.8,2.23,99.16,1.35,True,True,True,True,-1.35,114.33,15.24,38.15,73.74,81.67,3,3.21,15.14,0.43,True,True,60,3.08,0.87,7.99,18.02,21.1,-2.85,False,True,66.67,-9.78
VALE.P_2007,VALE.P,2007,breakout20,6,2007-05-04,38.7,53.5,897,,177.72,18.425,1.39,1.01,1.09,76.47,2.23,113.57,1.24,True,True,True,True,-0.54,129.6,11.13,28.89,69.66,75.0,3,2.51,10.39,1.24,True,True,60,0.81,2.04,6.81,14.84,23.47,-5.35,False,False,65.0,-15.21
VALE.P_2007,VALE.P,2007,breakout50,6,2007-05-04,38.7,53.5,897,,177.72,18.425,1.39,1.01,1.09,76.47,2.23,113.57,1.24,True,True,True,True,-0.54,129.6,11.13,28.89,69.66,75.0,3,2.51,10.39,1.24,True,True,60,0.81,2.04,6.81,14.84,23.47,-5.35,False,False,65.0,-15.21
VALE.P_2007,VALE.P,2007,breakout20,7,2007-05-16,42.6,58.2,905,,177.72,18.99,1.41,0.91,0.88,100.0,2.67,124.63,1.19,True,True,True,True,0.0,136.64,7.81,24.32,67.09,78.33,3,1.75,12.01,0.46,True,True,60,-3.79,1.05,1.24,1.84,19.8,-8.16,False,False,55.0,-17.64
VALE.P_2007,VALE.P,2007,breakout50,7,2007-05-16,42.6,58.2,905,,177.72,18.99,1.41,0.91,0.88,100.0,2.67,124.63,1.19,True,True,True,True,0.0,136.64,7.81,24.32,67.09,78.33,3,1.75,12.01,0.46,True,True,60,-3.79,1.05,1.24,1.84,19.8,-8.16,False,False,55.0,-17.64
VALE.P_2007,VALE.P,2007,breakout20,8,2007-05-31,47.5,59.9,915,,177.72,19.19,1.14,0.92,0.87,96.97,3.09,125.15,1.21,True,True,True,True,-0.05,139.13,13.45,31.66,71.34,81.67,1,2.46,9.17,1.25,True,True,60,-5.97,0.18,-3.41,4.27,18.55,-25.79,False,False,50.0,-37.21
VALE.P_2007,VALE.P,2007,breakout50,8,2007-05-31,47.5,59.9,915,,177.72,19.19,1.14,0.92,0.87,96.97,3.09,125.15,1.21,True,True,True,True,-0.05,139.13,13.45,31.66,71.34,81.67,1,2.46,9.17,1.25,True,True,60,-5.97,0.18,-3.41,4.27,18.55,-25.79,False,False,50.0,-37.21
VALE.P_2007,VALE.P,2007,breakout20,9,2007-06-18,53.4,66.5,927,,177.72,19.98,1.22,1.06,1.15,98.46,3.13,110.75,1.19,True,True,True,True,-0.03,144.4,6.7,29.28,62.7,75.0,3,3.35,12.73,0.84,True,True,60,-6.78,-2.53,8.96,12.21,13.86,-28.73,False,False,60.0,-37.21
VALE.P_2007,VALE.P,2007,breakout50,9,2007-06-18,53.4,66.5,927,,177.72,19.98,1.22,1.06,1.15,98.46,3.13,110.75,1.19,True,True,True,True,-0.03,144.4,6.7,29.28,62.7,75.0,3,3.35,12.73,0.84,True,True,60,-6.78,-2.53,8.96,12.21,13.86,-28.73,False,False,60.0,-37.21
VALE.P_2007,VALE.P,2007,breakout20,10,2007-07-05,59.3,67.9,939,,177.72,20.15,2.07,1.56,1.38,58.78,2.93,150.99,1.15,True,True,True,True,-1.32,146.48,3.95,21.53,62.7,66.67,8,2.82,12.63,0.9,True,True,60,9.78,9.48,4.76,41.19,44.76,-29.33,False,True,70.0,-37.21
VALE.P_2007,VALE.P,2007,breakout50,10,2007-07-05,59.3,67.9,939,,177.72,20.15,2.07,1.56,1.38,58.78,2.93,150.99,1.15,True,True,True,True,-1.32,146.48,3.95,21.53,62.7,66.67,8,2.82,12.63,0.9,True,True,60,9.78,9.48,4.76,41.19,44.76,-29.33,False,True,70.0,-37.21
VALE.P_2007,VALE.P,2007,breakout20,11,2007-07-23,65.2,89.0,951,,177.72,22.68,1.51,1.27,1.12,90.79,2.72,170.33,1.23,True,True,True,True,-0.31,177.43,16.73,28.14,71.04,68.33,8,3.18,20.77,0.28,True,True,60,-8.02,-11.73,-24.87,25.79,35.41,-37.21,False,False,65.0,-34.01
VALE.P_2007,VALE.P,2007,breakout50,11,2007-07-23,65.2,89.0,951,,177.72,22.68,1.51,1.27,1.12,90.79,2.72,170.33,1.23,True,True,True,True,-0.31,177.43,16.73,28.14,71.04,68.33,8,3.18,20.77,0.28,True,True,60,-8.02,-11.73,-24.87,25.79,35.41,-37.21,False,False,65.0,-34.01
VALE.P_2007,VALE.P,2007,breakout20,12,2007-09-04,79.9,80.8,981,,177.72,21.7,-0.43,0.89,0.81,94.0,5.23,206.52,1.15,True,True,False,True,-4.62,165.44,8.72,11.94,50.43,55.0,16,6.42,34.56,0.42,True,True,60,2.76,16.31,38.48,32.9,48.2,-4.15,True,True,68.33,-20.64
VALE.P_2007,VALE.P,2007,breakout50,12,2007-09-13,83.3,93.6,988,,177.72,23.23,1.56,0.62,0.63,81.82,4.63,189.49,1.24,True,True,True,True,-0.51,184.16,30.32,20.83,54.61,60.0,15,4.17,39.01,0.33,True,True,60,6.97,23.03,22.94,33.02,38.44,-2.71,False,False,68.33,-20.64
VALE.P_2007,VALE.P,2007,breakout20,13,2007-09-18,84.8,110.3,991,,177.72,25.24,3.26,0.78,0.93,100.0,4.06,172.74,1.32,True,True,True,True,0.0,208.75,47.43,30.81,63.0,63.33,15,5.41,33.91,0.53,True,True,60,6.58,19.06,13.03,16.88,27.42,-2.34,True,True,65.0,-20.64
VALE.P_2007,VALE.P,2007,breakout50,13,2007-09-24,86.8,121.2,995,,177.72,26.55,2.13,0.64,0.78,100.0,3.7,182.42,1.41,True,True,True,True,0.0,224.77,38.43,42.55,68.3,70.0,11,6.25,29.34,0.69,True,True,60,15.52,5.76,4.03,2.26,21.13,-5.57,True,True,58.33,-20.64
VALE.P_2007,VALE.P,2007,breakout20,14,2007-10-01,89.2,155.6,1000,,177.72,30.67,0.98,1.25,1.53,100.0,3.58,202.45,1.55,True,True,True,True,0.0,241.92,53.16,57.48,94.42,70.0,10,7.08,32.31,0.83,True,True,60,-8.44,-3.81,2.15,-4.27,4.86,-18.26,False,False,55.0,-20.64
VALE.P_2007,VALE.P,2007,breakout20,15,2007-10-29,99.0,161.1,1020,,177.72,31.33,1.54,0.94,0.95,84.82,4.64,242.94,1.4,True,True,True,True,-0.54,196.83,10.12,48.06,85.22,70.0,7,4.3,18.25,0.89,True,True,60,-4.88,-12.22,-15.45,-23.72,2.65,-30.35,False,False,40.0,-30.93
VALE.P_2007,VALE.P,2007,breakout50,14,2007-10-29,99.0,161.1,1020,,177.72,31.33,1.54,0.94,0.95,84.82,4.64,242.94,1.4,True,True,True,True,-0.54,196.83,10.12,48.06,85.22,70.0,7,4.3,18.25,0.89,True,True,60,-4.88,-12.22,-15.45,-23.72,2.65,-30.35,False,False,40.0,-30.93
WCG_2007,WCG,2007,move_start,1,2007-10-25,0.0,0.0,836,,1882.0,42.8,-44.59,28.95,15.9,64.48,10.27,132.45,0.41,False,False,False,False,-66.67,1612.0,-60.88,-56.88,-50.54,75.0,21,21.48,98.05,9.07,True,True,60,-46.45,-25.26,-8.79,18.9,37.22,-51.38,True,,48.33,-33.6
WCG_2007,WCG,2007,gap,1,2007-11-05,21.2,-22.0,843,,1882.0,33.38,40.77,5.34,2.33,22.78,18.55,301.62,0.32,False,False,False,False,-74.01,1235.2,-69.29,-67.73,-62.94,68.33,19,81.67,98.05,0.15,False,True,60,5.54,4.88,21.78,42.24,75.94,-9.95,False,False,48.33,-28.11
WCG_2007,WCG,2007,breakout20,1,2007-11-29,72.7,-6.6,860,,1882.0,39.98,9.46,0.62,0.65,40.8,8.52,145.4,0.41,False,False,False,False,-68.87,1499.2,81.4,-58.51,-56.27,61.67,5,5.35,45.35,0.28,False,False,60,11.08,20.49,5.4,25.04,46.9,-6.2,False,False,56.67,-28.11
WCG_2007,WCG,2007,breakout20,2,2007-12-11,97.0,8.7,868,,1882.0,46.52,2.01,0.64,1.44,31.75,5.56,85.3,0.46,False,False,False,False,-63.78,1760.8,39.49,-54.05,-48.0,63.33,0,7.59,32.84,0.86,False,False,60,-10.45,-9.01,1.23,-3.78,26.25,-19.39,False,True,43.33,-28.11
YGE_2007,YGE,2007,move_start,1,2007-06-08,0.0,0.0,0,,295.99,105.0,,,,4.0,,,,False,False,False,False,,,,,,100.0,0,,,,True,True,60,28.1,21.71,71.23,72.21,94.49,0.14,True,True,58.33,-41.01
YGE_2007,YGE,2007,breakout20,1,2007-07-09,14.4,71.2,20,,295.99,179.79,2.78,,1.55,83.69,7.08,16.19,,False,False,False,False,,,,,,100.0,0,10.49,42.82,1.02,True,True,60,-1.94,-6.72,-18.63,71.29,73.46,-34.74,False,False,58.33,-41.01
YGE_2007,YGE,2007,breakout20,2,2007-09-04,43.2,72.2,60,,295.99,180.82,-0.76,1.95,2.27,87.86,8.46,16.95,,True,False,False,False,-11.45,72.54,19.72,,,58.33,2,8.43,36.21,0.89,True,True,60,10.55,14.37,70.32,37.04,117.16,-5.4,True,True,73.33,-40.55
YGE_2007,YGE,2007,breakout20,3,2007-09-18,50.4,97.0,70,,295.99,206.8,0.21,1.88,2.01,89.2,7.32,22.44,1.69,True,False,True,False,-1.29,97.33,42.38,67.91,,58.33,2,4.11,37.42,0.42,True,True,60,29.21,48.92,50.7,53.31,89.88,0.17,True,True,71.67,-40.55
YGE_2007,YGE,2007,breakout50,1,2007-09-18,50.4,97.0,70,,295.99,206.8,0.21,1.88,2.01,89.2,7.32,22.44,1.69,True,False,True,False,-1.29,97.33,42.38,67.91,,58.33,2,4.11,37.42,0.42,True,True,60,29.21,48.92,50.7,53.31,89.88,0.17,True,True,71.67,-40.55
YGE_2007,YGE,2007,breakout20,4,2007-09-26,54.7,166.9,76,,295.99,280.2,4.19,2.0,1.52,51.26,8.28,39.74,2.05,True,False,True,False,-3.35,167.37,96.49,107.56,,58.33,2,15.12,52.71,0.97,True,True,60,6.19,3.03,7.99,32.1,40.14,-19.68,False,False,71.67,-40.55
YGE_2007,YGE,2007,breakout50,2,2007-09-26,54.7,166.9,76,,295.99,280.2,4.19,2.0,1.52,51.26,8.28,39.74,2.05,True,False,True,False,-3.35,167.37,96.49,107.56,,58.33,2,15.12,52.71,0.97,True,True,60,6.19,3.03,7.99,32.1,40.14,-19.68,False,False,71.67,-40.55
YGE_2007,YGE,2007,breakout20,5,2007-10-26,70.5,227.5,98,,295.99,343.9,3.76,1.34,0.96,86.19,8.41,97.38,1.82,True,False,True,False,-0.84,228.15,35.92,89.22,,66.67,2,3.92,24.04,0.8,True,True,60,5.7,-7.39,-29.02,-29.4,20.67,-40.64,False,True,51.67,-50.69
YGE_2007,YGE,2007,breakout50,3,2007-10-26,70.5,227.5,98,,295.99,343.9,3.76,1.34,0.96,86.19,8.41,97.38,1.82,True,False,True,False,-0.84,228.15,35.92,89.22,,66.67,2,3.92,24.04,0.8,True,True,60,5.7,-7.39,-29.02,-29.4,20.67,-40.64,False,True,51.67,-50.69
YGE_2007,YGE,2007,breakout20,6,2007-12-14,95.0,242.2,132,,295.99,359.31,0.28,2.02,1.99,90.99,9.0,83.17,1.9,True,False,False,False,-8.5,242.85,16.92,88.52,178.3,71.67,2,8.01,38.11,0.69,False,False,60,5.23,7.64,-20.16,-53.4,15.5,-63.42,False,False,26.67,-68.25
YGE_2007,YGE,2007,breakout50,4,2007-12-24,99.3,281.9,138,,295.99,400.95,1.28,0.76,0.67,100.0,8.3,96.5,1.52,True,False,True,False,0.0,282.59,55.53,50.06,215.46,71.67,2,8.81,40.14,0.64,True,True,60,-4.09,-17.55,-39.44,-60.54,3.5,-67.22,False,False,20.0,-68.25
ABK_2008,ABK,2008,move_start,1,2008-07-02,0.0,0.0,2136,,869.23,1.16,5.08,1.0,0.85,60.0,13.99,34.69,0.2,False,False,False,False,-98.68,11.54,-61.33,-81.29,-95.58,13.33,0,20.86,61.19,0.99,False,False,60,39.66,85.34,113.79,175.0,768.97,-4.31,True,True,68.33,-71.59
ABK_2008,ABK,2008,breakout20,1,2008-08-01,45.7,228.4,2157,,869.23,3.81,25.0,3.83,2.97,73.64,22.93,58.5,0.8,True,False,True,False,-94.91,266.35,228.45,-28.92,-71.03,25.0,2,22.88,69.4,1.49,False,False,60,10.5,47.77,88.19,-42.26,164.57,-68.5,True,True,50.0,-86.36
ABK_2008,ABK,2008,breakout50,1,2008-08-01,45.7,228.4,2157,,869.23,3.81,25.0,3.83,2.97,73.64,22.93,58.5,0.8,True,False,True,False,-94.91,266.35,228.45,-28.92,-71.03,25.0,2,22.88,69.4,1.49,False,False,60,10.5,47.77,88.19,-42.26,164.57,-68.5,True,True,50.0,-86.36
ABK_2008,ABK,2008,gap,1,2008-08-01,45.7,228.4,2157,,869.23,3.81,25.0,3.83,2.97,73.64,22.93,58.5,0.8,True,False,True,False,-94.91,266.35,228.45,-28.92,-71.03,25.0,2,22.88,69.4,1.49,False,False,60,10.5,47.77,88.19,-42.26,164.57,-68.5,True,True,50.0,-86.36
ABK_2008,ABK,2008,gap,2,2008-08-05,50.0,302.6,2159,,869.23,4.67,8.59,2.93,2.31,28.0,21.1,77.22,1.04,True,False,True,False,-93.76,349.04,231.21,-6.04,-59.14,28.33,2,36.25,73.36,1.9,False,False,60,-15.63,20.77,84.15,-48.39,115.85,-74.3,False,True,46.67,-86.36
ABK_2008,ABK,2008,gap,3,2008-08-06,52.2,399.1,2160,,869.23,5.79,11.78,2.9,2.41,81.98,19.92,89.87,1.32,True,False,True,False,-92.26,456.73,174.41,22.15,-47.55,30.0,2,43.71,77.63,2.9,False,False,60,-31.43,-9.84,49.57,-57.34,74.09,-79.27,False,False,46.67,-86.36
ABK_2008,ABK,2008,gap,4,2008-08-15,67.4,385.3,2167,,869.23,5.63,25.55,2.86,2.29,51.11,17.19,138.49,1.6,True,False,True,False,-92.31,441.35,161.86,45.85,-44.7,41.67,2,14.28,71.17,0.54,True,False,60,-6.04,27.35,11.37,-71.94,79.04,-78.69,False,False,40.0,-86.36
ABK_2008,ABK,2008,breakout20,2,2008-08-28,87.0,538.8,2176,,869.23,7.41,14.37,3.18,2.23,90.61,16.78,210.05,2.63,True,False,True,False,-89.88,612.5,220.78,143.75,-33.72,56.67,2,12.79,62.27,0.74,True,False,60,14.71,0.94,-56.95,-83.27,36.03,-89.74,False,False,25.0,-91.36
ABK_2008,ABK,2008,breakout50,2,2008-08-28,87.0,538.8,2176,,869.23,7.41,14.37,3.18,2.23,90.61,16.78,210.05,2.63,True,False,True,False,-89.88,612.5,220.78,143.75,-33.72,56.67,2,12.79,62.27,0.74,True,False,60,14.71,0.94,-56.95,-83.27,36.03,-89.74,False,False,25.0,-91.36
ABK_2008,ABK,2008,gap,5,2008-08-28,87.0,538.8,2176,,869.23,7.41,14.37,3.18,2.23,90.61,16.78,210.05,2.63,True,False,True,False,-89.88,612.5,220.78,143.75,-33.72,56.67,2,12.79,62.27,0.74,True,False,60,14.71,0.94,-56.95,-83.27,36.03,-89.74,False,False,25.0,-91.36
ABK_2008,ABK,2008,gap,6,2008-09-03,93.5,641.4,2179,,869.23,8.6,12.62,3.32,2.57,64.29,15.66,253.35,3.71,True,False,True,False,-88.25,726.92,105.25,244.0,-0.12,61.67,2,21.24,59.23,1.5,True,False,60,-16.4,-33.72,-59.3,-83.6,17.21,-91.16,False,False,25.0,-91.36
AIG_2008,AIG,2008,move_start,1,2008-09-16,0.0,0.0,2187,,356.0,75.0,-61.13,13.38,7.64,64.6,18.88,1521.7,0.13,False,False,False,False,-94.65,200.0,-83.69,-88.38,-91.41,30.0,2,43.73,94.94,2.85,False,False,60,33.33,-11.2,-25.33,-53.33,52.0,-64.0,True,,21.67,-73.0
AIG_2008,AIG,2008,gap,1,2008-09-19,60.0,2.7,2190,,356.0,77.0,55.39,4.34,2.29,69.23,24.25,1561.34,0.13,False,False,False,False,-94.51,208.0,-81.49,-88.01,-91.65,30.0,2,75.41,94.94,0.51,False,False,60,-18.18,0.26,-45.45,-54.81,48.05,-64.94,False,False,21.67,-73.0
AIG_2008,AIG,2008,gap,2,2008-09-22,80.0,25.9,2191,,356.0,94.4,18.96,3.26,1.69,33.33,25.29,1608.01,0.17,False,False,False,False,-93.27,277.6,-76.14,-84.42,-89.7,30.0,2,78.26,94.94,0.2,False,False,60,-47.03,-18.01,-51.06,-61.86,20.76,-71.4,False,True,21.67,-73.0
ANR_2008,ANR,2008,move_start,1,2008-01-22,0.0,0.0,737,,444.25,25.32,-6.11,1.88,1.66,87.18,6.36,49.8,1.12,False,True,False,False,-28.07,103.05,-18.9,-2.31,26.6,55.0,14,7.81,37.73,1.01,False,False,60,32.5,41.0,58.97,99.29,103.95,-7.66,True,True,78.33,-19.09
ANR_2008,ANR,2008,breakout20,1,2008-02-01,6.6,38.5,745,,444.25,35.07,0.18,2.21,1.58,69.47,8.13,75.56,1.42,True,True,True,True,-1.93,163.88,9.25,28.13,99.26,60.0,15,12.59,38.7,0.5,False,False,60,1.91,-0.37,23.24,37.81,55.4,-8.7,False,False,76.67,-19.09
ANR_2008,ANR,2008,breakout50,1,2008-02-04,7.4,48.2,746,,444.25,37.53,0.29,1.78,1.26,89.73,8.32,79.03,1.58,True,True,True,True,-0.71,182.39,20.17,44.4,127.45,60.0,15,12.16,42.01,0.68,False,False,60,-2.61,0.16,7.49,29.47,45.22,-14.68,False,False,75.0,-19.09
ANR_2008,ANR,2008,breakout20,2,2008-02-20,16.4,59.0,757,,444.25,40.25,-0.67,2.54,1.72,95.5,8.07,115.08,1.74,True,True,True,True,-0.37,202.86,64.02,61.84,119.11,71.67,9,5.35,42.13,0.58,False,False,60,2.86,5.49,-8.75,63.43,63.98,-13.12,False,False,76.67,-19.09
ANR_2008,ANR,2008,breakout50,2,2008-02-20,16.4,59.0,757,,444.25,40.25,-0.67,2.54,1.72,95.5,8.07,115.08,1.74,True,True,True,True,-0.37,202.86,64.02,61.84,119.11,71.67,9,5.35,42.13,0.58,False,False,60,2.86,5.49,-8.75,63.43,63.98,-13.12,False,False,76.67,-19.09
