year,symbol,gain_pct,low_date,high_date,low_price,high_price,avg_vol_b
2022,FTI,138.69,2022-07-14,2022-12-05,5.48,13.08,1.55
2022,FUBO,251.16,2022-07-05,2022-08-16,2.318,8.14,1.38
2022,FUTU,240.08,2022-03-14,2022-12-15,21.23,72.2,3.41
2022,GBT,237.27,2022-06-13,2022-08-05,21.65,73.02,1.59
2022,GME,157.04,2022-03-14,2022-03-29,19.395,49.8525,7.47
2022,GTLB,130.84,2022-03-14,2022-08-11,30.74,70.96,1.84
2022,HRB,131.31,2022-01-24,2022-08-18,21.08,48.76,1.49
2022,INDO,3233.03,2022-01-26,2022-03-07,2.61,86.992,1.1
2022,IQ,226.06,2022-10-24,2022-12-30,1.65,5.38,1.26
2022,KOS,146.09,2022-01-03,2022-06-03,3.45,8.49,1.13
2022,LI,146.09,2022-03-15,2022-06-24,16.86,41.49,5.99
2022,LNTH,272.05,2022-01-28,2022-09-14,23.51,87.47,1.53
2022,MARA,263.08,2022-07-05,2022-08-11,5.2,18.88,4.55
2022,MRTX,207.34,2022-05-27,2022-11-28,32.96,101.3,1.71
2022,MSTR,169.95,2022-05-12,2022-08-11,13.409,36.197,3.74
2022,NFE,228.95,2022-01-24,2022-08-25,19.17,63.06,1.1
2022,NOVA,152.37,2022-05-12,2022-08-08,12.47,31.47,1.38
2022,NTNX,151.0,2022-06-13,2022-12-14,13.44,33.734,1.13
2022,NVTA,391.8,2022-07-28,2022-08-10,1.83,9.0,1.0
2022,OXY,164.6,2022-01-03,2022-08-29,29.15,77.13,31.52
2022,PACB,268.83,2022-06-14,2022-08-11,3.85,14.2,1.03
2022,PBF,274.05,2022-01-03,2022-10-27,13.1,49.0,2.16
2022,PDD,301.38,2022-03-15,2022-12-13,23.21,93.16,15.52
2022,PLUG,148.5,2022-05-12,2022-08-25,12.7,31.56,9.03
2022,PTEN,143.25,2022-01-03,2022-05-31,8.44,20.53,1.03
2022,RBLX,148.87,2022-05-10,2022-08-11,21.65,53.88,20.98
2022,RDBX,1030.36,2022-02-24,2022-06-13,1.6101,18.2,1.4
2022,RIOT,161.66,2022-07-05,2022-08-11,4.02,10.5188,2.27
2022,RUN,132.92,2022-05-12,2022-09-15,16.8,39.13,4.26
2022,SAVA,272.76,2022-07-27,2022-09-22,13.84,51.59,1.44
2022,SHLS,238.52,2022-04-28,2022-11-21,9.58,32.43,1.01
2022,SIGA,362.16,2022-02-24,2022-08-15,5.84,26.99,1.54
2022,SQM,147.88,2022-01-06,2022-05-27,46.7,115.76,3.13
2022,SWAV,182.76,2022-05-09,2022-10-26,113.36,320.54,2.25
2022,SWN,159.06,2022-01-24,2022-06-08,3.81,9.87,4.55
2022,TCOM,151.85,2022-03-14,2022-12-15,14.29,35.99,3.2
2022,TELL,193.27,2022-01-28,2022-04-01,2.23,6.54,1.4
2022,TME,195.25,2022-03-14,2022-12-22,2.95,8.71,1.5
2022,TPL,189.45,2022-01-24,2022-11-11,315.43,913.0,1.26
2022,TPTX,219.77,2022-03-15,2022-08-16,23.77,76.01,1.12
2022,VERU,465.67,2022-04-08,2022-08-17,4.34,24.55,2.67
2022,VET,140.97,2022-01-05,2022-08-29,12.52,30.17,1.11
2022,VIPS,147.65,2022-03-15,2022-12-27,5.75,14.24,1.36
2022,WING,152.51,2022-05-24,2022-11-15,67.67,170.875,1.68
2022,YMM,141.02,2022-03-14,2022-06-29,4.12,9.93,1.1
2023,ACLS,161.14,2023-01-03,2023-08-01,76.97,201.0,1.71
2023,AFRM,496.36,2023-01-06,2023-12-27,8.8,52.48,7.25
2023,AI,366.54,2023-01-06,2023-06-16,10.475,48.87,11.55
2023,AMD,151.54,2023-01-06,2023-12-29,60.05,151.05,133.16
2023,AMR,173.65,2023-01-04,2023-12-27,130.54,357.225,1.13
2023,ANF,332.75,2023-05-04,2023-12-26,21.74,94.08,1.54
2023,APLS,234.34,2023-08-07,2023-12-05,19.83,66.3,2.88
2023,APP,389.47,2023-01-06,2023-11-09,9.215,45.105,1.62
2023,BBBY,453.62,2023-01-06,2023-02-06,1.27,7.031,2.58
2023,BBIO,524.23,2023-01-03,2023-12-28,7.1,44.32,1.1
2023,BLD,144.71,2023-01-03,2023-12-29,156.49,382.945,1.26
2023,BLDR,165.0,2023-01-03,2023-12-28,64.54,171.03,4.74
2023,CCL,149.24,2023-01-03,2023-12-22,7.92,19.74,9.75
2023,CELH,157.76,2023-03-13,2023-09-08,26.75,68.95,3.75
2023,CFLT,148.34,2023-01-06,2023-07-19,16.6,41.224,2.42
2023,CLSK,591.84,2023-01-03,2023-12-27,1.96,13.56,1.37
2023,COIN,493.95,2023-01-06,2023-12-28,31.55,187.39,23.08
2023,CRWD,183.8,2023-01-10,2023-12-18,92.25,261.81,12.31
2023,CVNA,1379.67,2023-01-06,2023-12-20,4.23,62.59,9.45
2023,CYTK,237.11,2023-10-04,2023-12-29,25.98,87.58,1.1
2023,DKNG,258.38,2023-01-03,2023-11-27,10.98,39.35,6.59
2023,DUOL,256.7,2023-01-03,2023-12-19,68.93,245.87,1.92
2023,EDU,148.97,2023-01-03,2023-12-12,33.63,83.73,1.87
2023,ELF,219.19,2023-01-12,2023-12-20,48.1,153.53,2.46
2023,ENVX,267.69,2023-01-04,2023-07-27,6.5,23.9,1.53
2023,ESTC,156.04,2023-01-06,2023-12-08,46.18,118.24,1.92
2023,FCNCA,202.1,2023-03-17,2023-12-14,505.84,1528.12,2.63
2023,FLG,144.75,2023-03-13,2023-07-28,17.43,42.66,2.4
2023,FSLY,205.02,2023-01-03,2023-09-01,7.97,24.31,1.1
2023,GTLB,157.43,2023-05-04,2023-12-14,26.24,67.55,2.24
2023,IMGN,731.07,2023-03-23,2023-12-13,3.605,29.96,1.83
2023,IONQ,533.43,2023-01-03,2023-09-12,3.41,21.6,2.21
2023,IOT,252.19,2023-01-06,2023-12-14,10.48,36.91,1.61
2023,LAZR,169.82,2023-01-06,2023-03-06,58.65,158.25,1.06
2023,LCID,192.45,2023-01-06,2023-01-27,6.09,17.81,4.64
2023,LUMN,143.59,2023-11-02,2023-12-28,0.78,1.9,1.23
2023,MARA,854.27,2023-01-03,2023-12-27,3.28,31.3,9.84
2023,MDB,169.06,2023-01-06,2023-11-30,164.59,442.84,10.61
2023,META,195.96,2023-01-03,2023-12-28,122.28,361.9,126.22
2023,MSTR,394.58,2023-01-03,2023-12-28,13.938,68.935,6.19
2023,NKLA,612.09,2023-06-06,2023-08-03,15.63,111.3,1.69
2023,NU,161.65,2023-01-06,2023-11-14,3.39,8.87,3.54
2023,NVDA,260.18,2023-01-06,2023-11-20,14.034,50.548,360.04
2023,OPEN,425.24,2023-01-06,2023-08-01,1.03,5.41,1.22
2023,PDD,152.49,2023-05-10,2023-12-19,59.67,150.66,17.06
2023,PLTR,258.78,2023-01-06,2023-11-21,6.09,21.85,17.46
2023,QS,163.0,2023-01-04,2023-07-31,5.27,13.86,1.07
2023,RCL,169.04,2023-01-03,2023-12-29,48.68,130.97,6.02
2023,RETA,556.74,2023-02-27,2023-09-25,26.26,172.46,1.59
2023,RIOT,525.76,2023-01-03,2023-07-14,3.3,20.65,5.36
2023,ROKU,179.08,2023-01-03,2023-12-14,39.0,108.84,11.63
2023,RUN,145.31,2023-10-25,2023-12-27,8.43,20.68,3.7
2023,SLG,162.91,2023-03-24,2023-12-14,19.06,50.11,1.46
2023,SMCI,417.24,2023-01-19,2023-08-07,6.902,35.7,12.45
2023,SOFI,164.11,2023-01-03,2023-07-31,4.43,11.7,6.31
2023,SPOT,156.36,2023-01-05,2023-12-06,79.14,202.88,5.54
2023,TAL,165.03,2023-05-03,2023-12-15,5.09,13.49,1.19
2023,TGTX,256.7,2023-01-05,2023-05-04,10.0,35.67,1.62
2023,TSLA,193.97,2023-01-06,2023-07-19,101.81,299.29,608.94
2023,UBER,153.92,2023-01-03,2023-12-15,25.02,63.53,22.13
2023,UPST,508.38,2023-05-03,2023-08-01,11.93,72.58,5.38
2023,VFS,701.03,2023-08-18,2023-08-28,11.61,93.0,1.75
2023,VNO,161.66,2023-05-17,2023-12-14,12.31,32.21,1.5
2023,VRT,320.33,2023-04-21,2023-12-13,11.95,50.23,3.22
2023,W,207.39,2023-05-02,2023-08-03,29.51,90.71,5.32
2023,WAL,806.17,2023-03-13,2023-12-26,7.46,67.6,3.26
2023,X,146.08,2023-06-01,2023-12-18,20.4,50.2,4.72
2023,XP,169.03,2023-03-15,2023-08-23,10.3,27.71,2.3
2023,XPEV,214.72,2023-06-01,2023-07-28,7.505,23.62,4.3
2023,XPO,213.03,2023-04-05,2023-12-27,29.02,90.84,2.11
2023,ZION,152.74,2023-05-04,2023-12-14,18.26,46.15,2.65
2023,ZS,167.62,2023-05-02,2023-12-27,84.93,227.29,7.2
2024,AAOI,564.18,2024-08-05,2024-12-04,6.7,44.5,1.02
2024,ACHR,314.45,2024-09-26,2024-12-27,2.8206,11.69,1.57
2024,AFRM,229.62,2024-08-05,2024-12-16,22.25,73.34,7.7
2024,ALAB,306.9,2024-08-07,2024-12-26,36.215,147.36,4.89
2024,ALPN,275.29,2024-01-05,2024-05-17,17.32,65.0,1.8
2024,AMC,399.16,2024-04-16,2024-05-14,2.38,11.88,2.49
2024,APLD,376.69,2024-04-18,2024-12-06,2.36,11.25,1.17
2024,APP,1016.67,2024-01-04,2024-12-06,37.4,417.635,12.37
2024,ARM,189.89,2024-01-03,2024-07-09,65.11,188.75,26.95
2024,ASTS,1883.76,2024-04-02,2024-08-21,1.97,39.08,3.96
2024,AXON,189.04,2024-01-05,2024-12-06,241.72,698.67,4.91
2024,BE,241.18,2024-02-23,2024-11-27,8.412,28.7,1.91
2024,BILI,261.02,2024-01-22,2024-10-02,8.8,31.77,2.25
2024,CAVA,341.56,2024-01-03,2024-11-13,39.05,172.4299,5.42
2024,CGC,441.56,2024-03-14,2024-04-30,2.755,14.92,1.14
2024,CLS,277.58,2024-01-17,2024-12-16,26.62,100.5111,2.52
2024,CLSK,285.65,2024-01-19,2024-03-27,6.41,24.72,9.47
2024,COHR,183.15,2024-01-04,2024-12-04,40.12,113.6,3.53
2024,COIN,205.43,2024-02-07,2024-12-06,114.51,349.75,50.25
2024,CORZ,613.75,2024-02-01,2024-11-26,2.61,18.6288,1.84
2024,CRDO,369.5,2024-04-19,2024-12-16,16.82,78.97,1.71
2024,CRS,236.74,2024-02-06,2024-11-26,58.87,198.24,1.5
2024,CVNA,567.36,2024-02-01,2024-11-25,40.209,268.3392,10.7
2024,DJT,369.7,2024-01-11,2024-03-26,16.9,79.38,10.96
2024,DXYZ,1172.73,2024-03-26,2024-04-08,8.25,105.0,1.04
2024,EAT,270.09,2024-01-16,2024-12-26,37.25,137.86,1.99
2024,ENVX,227.72,2024-04-25,2024-07-16,5.7,18.68,1.23
2024,FTAI,296.82,2024-01-03,2024-11-22,44.65,177.18,2.29
2024,FUTU,199.24,2024-01-22,2024-10-07,43.61,130.5,3.95
2024,GEV,200.08,2024-04-05,2024-11-21,119.0,357.09,14.5
2024,GL,199.72,2024-04-11,2024-10-24,38.95,116.7426,2.54
2024,GME,551.56,2024-04-16,2024-05-14,9.95,64.83,10.45
2024,HIMS,332.88,2024-01-05,2024-11-27,8.09,35.02,4.13
2024,HOLO,6460.0,2024-02-06,2024-02-16,1200.0,78720.0,1.18
2024,HOOD,322.25,2024-01-19,2024-12-16,10.38,43.83,7.97
2024,HUT,416.99,2024-01-19,2024-12-06,6.18,31.95,1.6
2024,INSM,267.38,2024-05-24,2024-08-22,21.92,80.53,2.43
2024,IONQ,680.71,2024-08-05,2024-12-26,6.22,48.56,4.34
2024,IREN,347.19,2024-02-05,2024-12-06,3.56,15.92,2.59
2024,LUMN,964.95,2024-07-01,2024-11-11,0.97,10.33,1.64
2024,LUNR,839.03,2024-01-04,2024-12-27,2.0894,19.62,1.88
2024,MMYT,184.0,2024-01-08,2024-12-10,43.31,123.0,1.17
2024,MSTR,1137.64,2024-01-23,2024-11-21,43.874,543.0,77.44
2024,NNE,1054.15,2024-05-14,2024-06-25,3.25,37.51,1.36
2024,NOVA,285.76,2024-05-01,2024-09-18,3.37,13.0,1.1
2024,NTRA,197.53,2024-01-05,2024-12-04,58.53,174.145,2.94
2024,NVAX,575.92,2024-02-05,2024-06-06,3.53,23.86,2.01
2024,NVDA,223.1,2024-01-03,2024-11-21,47.32,152.89,782.41
2024,OKLO,425.61,2024-09-09,2024-10-30,5.35,28.12,3.3
2024,OSCR,182.04,2024-01-10,2024-09-20,8.435,23.79,1.18
2024,PI,206.87,2024-01-16,2024-10-14,78.17,239.88,1.55
2024,PLTR,441.35,2024-01-05,2024-12-24,15.664,84.7968,45.11
2024,POWL,378.41,2024-01-26,2024-11-11,76.29,364.9799,1.49
2024,PTON,303.52,2024-05-02,2024-12-17,2.7,10.895,1.72
2024,QBTS,1575.48,2024-01-19,2024-12-27,0.681,11.41,1.23
2024,QUBT,7547.89,2024-07-02,2024-12-18,0.355,27.15,2.08
2024,RDDT,387.82,2024-04-18,2024-12-26,37.35,182.2,8.32
2024,RGTI,2831.82,2024-09-09,2024-12-27,0.66,19.35,3.18
2024,RKLB,729.97,2024-04-16,2024-12-26,3.47,28.8,2.74
2024,SE,245.12,2024-01-17,2024-12-06,34.35,118.55,7.27
2024,SERV,1261.02,2024-05-23,2024-07-30,1.77,24.09,2.02
2024,SFM,225.47,2024-01-02,2024-11-29,47.82,155.6399,2.39
2024,SG,367.08,2024-01-17,2024-11-25,9.66,45.12,1.69
2024,SMCI,345.48,2024-01-02,2024-03-08,27.588,122.9,109.25
2024,SMR,1618.09,2024-01-18,2024-11-29,1.88,32.3,1.88
2024,SMTC,286.95,2024-01-17,2024-12-04,18.16,70.27,1.41
2024,SOFI,186.02,2024-08-05,2024-12-18,6.01,17.19,8.77
2024,SOUN,1441.98,2024-02-06,2024-12-26,1.62,24.98,6.74
2024,TEM,247.27,2024-06-25,2024-11-12,22.89,79.4899,1.4
2024,TGTX,186.92,2024-02-21,2024-11-25,12.84,36.84,1.47
2024,TPL,278.33,2024-02-02,2024-11-25,467.6167,1769.14,2.6
2024,TSLA,251.97,2024-04-22,2024-12-18,138.8025,488.5399,463.2
2024,UAL,180.93,2024-08-05,2024-12-06,37.02,104.0,8.86
2024,UPST,331.8,2024-08-05,2024-12-13,20.6,88.95,5.6
2024,VKTX,476.96,2024-01-03,2024-02-28,17.23,99.41,5.7
2024,VRT,228.75,2024-01-03,2024-11-21,44.31,145.67,14.45
2024,VSCO,222.29,2024-08-05,2024-12-13,15.12,48.73,1.3
2024,VST,346.57,2024-01-03,2024-11-22,37.77,168.67,12.63
2024,WULF,650.0,2024-01-19,2024-11-13,1.24,9.3,1.89
2024,YPF,216.38,2024-01-17,2024-12-16,14.53,45.9699,1.07
2024,ZETA,387.24,2024-01-04,2024-11-11,7.84,38.2,1.64
2024,ZIM,232.05,2024-03-20,2024-11-20,9.08,30.15,2.23
2025,AAOI,332.09,2025-04-21,2025-12-23,9.711,41.96,2.39
2025,ABVX,3020.13,2025-04-09,2025-12-24,4.77,148.83,1.31
2025,AGX,295.27,2025-03-10,2025-11-20,101.02,399.3,1.8
2025,ALAB,457.88,2025-04-04,2025-09-18,47.125,262.9,14.57
2025,APLD,1114.5,2025-04-16,2025-10-16,3.31,40.2,10.42
2025,ARWR,656.11,2025-04-07,2025-12-11,9.57,72.36,1.21
2025,ASTS,487.37,2025-01-29,2025-10-16,17.5,102.79,11.72
2025,AU,289.59,2025-01-06,2025-12-26,23.525,91.65,3.35
2025,AVAV,308.67,2025-04-07,2025-10-09,102.25,417.86,4.76
2025,BBAI,297.88,2025-04-21,2025-10-14,2.36,9.39,11.72
2025,BE,875.97,2025-04-09,2025-11-10,15.15,147.86,12.42
2025,BITF,880.68,2025-04-09,2025-10-15,0.673,6.6,2.5
2025,BTDR,306.43,2025-04-16,2025-10-15,6.84,27.8,1.83
2025,BYND,1437.69,2025-10-16,2025-10-22,0.5001,7.69,2.55
2025,CAR,293.87,2025-03-13,2025-07-29,54.03,212.81,2.74
2025,CDE,415.61,2025-04-07,2025-10-16,4.58,23.615,3.76
2025,CIEN,403.96,2025-04-04,2025-12-11,49.21,248.0,6.14
2025,CIFR,1272.04,2025-04-04,2025-11-05,1.86,25.52,6.62
2025,CLS,526.01,2025-04-04,2025-11-05,58.05,363.4,12.98
2025,COHR,339.21,2025-04-04,2025-12-10,45.58,200.19,8.34
2025,CRCL,367.17,2025-06-05,2025-06-23,64.0,298.99,51.15
2025,CRDO,634.96,2025-04-07,2025-12-02,29.09,213.8,11.61
2025,CRML,2513.82,2025-04-04,2025-10-14,1.23,32.15,1.55
2025,CRWV,457.96,2025-04-21,2025-06-20,33.515,187.0,43.42
2025,DAVE,337.6,2025-04-07,2025-07-08,65.46,286.45,1.76
2025,EOSE,546.91,2025-04-09,2025-11-10,3.07,19.86,2.81
2025,FLNC,647.11,2025-04-21,2025-12-12,3.46,25.85,1.32
2025,GLXY,460.0,2025-04-07,2025-10-21,8.2,45.92,3.08
2025,GRAL,599.03,2025-01-16,2025-11-25,16.56,115.76,1.22
2025,HIVE,522.22,2025-04-09,2025-10-10,1.26,7.84,1.29
2025,HL,375.11,2025-04-07,2025-12-23,4.46,21.19,4.02
2025,HOOD,418.75,2025-04-07,2025-10-06,29.66,153.8599,58.69
2025,HUT,470.62,2025-04-04,2025-10-15,10.04,57.2899,3.57
2025,IONQ,373.38,2025-03-11,2025-10-13,17.88,84.64,18.76
2025,IREN,1399.9,2025-04-09,2025-11-05,5.125,76.87,14.8
2025,JOBY,322.38,2025-04-07,2025-08-04,4.96,20.95,7.12
2025,KSS,317.55,2025-04-04,2025-12-01,6.04,25.22,2.27
2025,KTOS,371.01,2025-02-24,2025-10-09,23.9,112.572,3.99
2025,LAC,355.41,2025-04-08,2025-10-15,2.31,10.52,1.91
2025,LAES,310.85,2025-04-07,2025-10-15,2.12,8.71,1.87
2025,LCID,1180.71,2025-08-29,2025-10-06,1.97,25.23,5.07
2025,LEU,839.78,2025-04-04,2025-10-16,49.4001,464.25,4.71
2025,LITE,779.74,2025-04-04,2025-12-24,45.65,401.6,9.76
2025,LUMN,297.01,2025-04-21,2025-11-03,3.01,11.95,1.73
2025,METC,817.46,2025-04-07,2025-10-15,6.3,57.8,1.01
2025,MGOL,1160.0,2025-01-29,2025-02-14,0.1,1.26,1.0
2025,MP,535.7,2025-01-02,2025-10-14,15.77,100.2505,11.55
2025,MU,385.59,2025-04-07,2025-12-30,61.54,298.83,69.41
2025,NBIS,670.62,2025-04-07,2025-10-10,18.31,141.1,20.73
2025,NGD,282.07,2025-01-02,2025-12-22,2.51,9.59,2.05
2025,NTLA,378.81,2025-04-07,2025-10-20,5.9,28.25,1.23
2025,NUAI,2265.96,2025-09-09,2025-11-03,0.3208,7.59,1.02
2025,NVTS,1070.39,2025-04-04,2025-10-20,1.52,17.79,4.19
2025,OKLO,1012.74,2025-04-07,2025-10-15,17.42,193.84,21.25
2025,ONDS,1952.61,2025-03-12,2025-10-08,0.57,11.6999,4.65
2025,OPEN,2038.08,2025-06-26,2025-09-17,0.5084,10.87,13.74
2025,OUST,556.94,2025-04-09,2025-10-15,6.34,41.65,1.05
2025,PGY,444.01,2025-01-13,2025-09-18,8.27,44.99,1.53
2025,PI,306.02,2025-04-08,2025-10-24,60.85,247.0635,1.69
2025,PL,652.33,2025-04-07,2025-12-23,2.79,20.99,1.72
2025,PLUG,563.77,2025-05-16,2025-10-06,0.69,4.58,3.84
2025,PONY,506.33,2025-04-22,2025-10-02,4.11,24.92,2.25
2025,PRAX,1089.96,2025-04-09,2025-12-29,26.7,317.72,1.41
2025,QBTS,1150.0,2025-01-13,2025-10-15,3.74,46.75,17.38
2025,QS,460.88,2025-04-08,2025-10-15,3.4,19.0699,5.96
2025,QUBT,490.87,2025-03-11,2025-10-03,4.3732,25.84,8.07
2025,QURE,821.39,2025-04-09,2025-10-28,7.76,71.5,1.39
2025,RGTI,877.31,2025-01-13,2025-10-14,5.95,58.1501,24.53
2025,RIOT,286.67,2025-04-17,2025-10-10,6.19,23.935,7.06
2025,RKLB,442.69,2025-04-07,2025-12-24,14.71,79.83,17.55
2025,RR,442.34,2025-03-10,2025-10-07,1.37,7.43,1.75
2025,RUN,317.1,2025-06-17,2025-10-15,5.38,22.44,3.19
2025,SATS,647.58,2025-06-09,2025-12-19,14.9,111.39,4.06
2025,SBET,5401.77,2025-04-21,2025-05-30,2.256,124.12,6.11
2025,SBSW,418.85,2025-02-28,2025-12-26,3.05,15.825,1.32
2025,SEDG,341.82,2025-04-11,2025-11-10,11.0,48.5999,2.24
2025,SEI,300.6,2025-04-07,2025-11-03,14.27,57.165,1.66
2025,SERV,300.0,2025-04-07,2025-10-15,4.66,18.64,2.11
2025,SEZL,651.17,2025-04-04,2025-07-08,24.86,186.74,1.68
2025,SMR,418.23,2025-04-04,2025-10-16,11.08,57.42,8.65
2025,SNDK,855.77,2025-04-22,2025-11-12,29.62,283.1,0.01
2025,STRL,335.06,2025-04-04,2025-11-04,96.34,419.14,3.07
2025,STX,388.89,2025-04-09,2025-12-11,63.19,308.93,13.52
2025,SYM,438.55,2025-04-04,2025-11-26,16.3178,87.88,2.1
2025,TMC,1012.75,2025-01-14,2025-10-13,1.02,11.35,1.0
2025,TSEM,352.44,2025-04-04,2025-12-11,28.64,129.58,1.43
2025,TTMI,410.82,2025-04-07,2025-12-11,15.7746,80.58,1.62
2025,UAMY,1476.8,2025-03-04,2025-10-14,1.25,19.71,1.01
2025,UEC,362.31,2025-04-07,2025-10-16,3.85,17.7991,2.35
2025,USAR,691.01,2025-03-27,2025-10-13,5.56,43.98,2.46
2025,UUUU,754.06,2025-04-07,2025-10-15,3.2,27.33,3.29
2025,VSAT,492.26,2025-04-09,2025-11-10,7.36,43.59,1.27
2025,VSCO,313.88,2025-04-04,2025-12-19,13.76,56.95,1.69
2025,W,463.06,2025-04-04,2025-11-10,20.41,114.92,5.38
2025,WBD,298.94,2025-04-09,2025-12-12,7.52,30.0,15.13
2025,WDC,554.77,2025-04-07,2025-12-11,28.83,188.77,14.46
2025,WULF,727.67,2025-04-09,2025-10-28,2.06,17.05,6.61
2026,AAOI,247.33,2026-01-08,2026-03-02,31.67,110.0,4.6
2026,AAP,72.08,2026-01-02,2026-02-13,37.89,65.1999,1.39
2026,ACLX,89.51,2026-01-05,2026-03-03,60.355,114.3799,3.55
2026,ACMR,75.38,2026-01-02,2026-02-11,40.855,71.65,1.23
2026,AEIS,73.65,2026-01-08,2026-03-02,201.56,350.0,2.95
2026,AG,106.15,2026-01-02,2026-02-27,15.54,32.035,8.87
2026,ALGM,67.53,2026-01-02,2026-02-12,26.18,43.86,1.41
2026,ALMS,289.81,2026-01-05,2026-02-19,7.85,30.6,1.04
2026,AMPX,80.56,2026-01-02,2026-02-03,8.23,14.86,1.23
2026,APLD,71.48,2026-01-02,2026-01-28,24.65,42.27,15.08
2026,ASTS,87.57,2026-01-02,2026-01-30,69.25,129.89,20.95
2026,AVAV,68.94,2026-01-02,2026-01-16,241.65,408.25,7.16
2026,AXTI,221.68,2026-01-05,2026-03-02,14.62,47.03,2.76
2026,BATL,2570.62,2026-01-02,2026-03-03,1.1121,29.7,1.21
2026,BE,103.58,2026-01-02,2026-02-25,88.86,180.8999,23.48
2026,BKD,61.53,2026-01-02,2026-02-17,10.58,17.09,1.1
2026,BNAI,3351.2,2026-01-02,2026-01-28,2.5,86.28,2.38
2026,CDE,63.93,2026-01-02,2026-01-26,16.94,27.77,8.05
2026,CGNX,65.44,2026-01-02,2026-02-12,36.195,59.88,1.5
2026,CIEN,69.34,2026-01-09,2026-02-25,216.07,365.9,12.55
2026,COHR,78.56,2026-01-09,2026-03-02,167.5,299.09,17.19
2026,CRCL,109.02,2026-02-05,2026-03-03,49.9,104.3,13.26
2026,CRML,208.32,2026-01-02,2026-01-26,7.09,21.86,4.16
2026,CRVS,321.75,2026-01-12,2026-01-23,6.39,26.95,1.22
2026,DNN,61.68,2026-01-02,2026-01-29,2.74,4.43,2.59
2026,ECG,65.06,2026-01-12,2026-02-25,83.39,137.64,1.0
2026,ENPH,64.12,2026-01-02,2026-02-04,32.25,52.93,4.49
2026,ENTG,66.94,2026-01-02,2026-02-24,85.36,142.5,5.2
2026,EOSE,61.13,2026-01-02,2026-01-22,11.63,18.74,4.2
2026,EVTV,1309.7,2026-01-02,2026-01-13,0.3483,4.91,1.29
2026,EXK,73.96,2026-01-02,2026-01-26,8.709,15.15,2.47
2026,FIG,64.5,2026-02-04,2026-02-26,19.85,32.6525,5.53
2026,FIGR,88.04,2026-01-02,2026-01-20,41.48,78.0,3.27
2026,FLNC,68.31,2026-01-07,2026-01-30,19.91,33.51,1.85
2026,FORM,85.03,2026-01-02,2026-02-25,57.85,107.04,1.69
2026,FRO,94.87,2026-01-02,2026-03-02,20.47,39.89,1.48
2026,FSLY,169.76,2026-02-05,2026-03-02,7.87,21.23,2.35
2026,FTAI,63.36,2026-01-02,2026-02-26,198.03,323.51,6.92
2026,GLW,93.09,2026-01-08,2026-02-25,83.95,162.0999,16.82
2026,GNRC,75.08,2026-01-02,2026-02-25,137.7,241.091,3.19
2026,HL,89.41,2026-01-02,2026-01-26,18.04,34.17,9.05
2026,HYMC,162.77,2026-01-02,2026-01-26,22.35,58.7299,2.88
2026,IBRX,527.78,2026-01-02,2026-02-25,1.98,12.43,4.21
2026,IREN,67.03,2026-01-02,2026-01-28,38.07,63.59,27.17
2026,KGS,63.89,2026-01-08,2026-03-03,35.5107,58.2,1.03
2026,KRMN,64.42,2026-01-02,2026-01-29,72.0,118.38,2.77
2026,KTOS,80.28,2026-01-02,2026-01-20,74.33,134.0,6.18
2026,LASR,88.89,2026-01-06,2026-03-03,36.265,68.5,1.01
2026,LITE,146.91,2026-01-16,2026-03-02,317.44,783.8,33.56
2026,MKSI,64.04,2026-01-02,2026-02-17,164.54,269.91,5.11
2026,MOD,119.28,2026-01-06,2026-02-25,111.18,243.7999,3.76
2026,MRNA,85.17,2026-01-02,2026-01-22,29.81,55.2,7.32
2026,NE,70.16,2026-01-02,2026-02-23,27.88,47.44,1.23
2026,NGD,64.41,2026-01-02,2026-01-26,8.29,13.63,3.06
2026,PL,62.86,2026-01-02,2026-01-16,18.9715,30.8978,4.06
2026,POWL,90.22,2026-01-02,2026-02-12,322.0,612.5,1.87
2026,RAPT,94.89,2026-01-05,2026-03-02,29.77,58.02,2.83
2026,RCAT,123.6,2026-01-02,2026-01-22,8.06,18.022,2.56
2026,RDW,92.51,2026-01-02,2026-01-27,7.5579,14.55,4.06
2026,RIG,70.59,2026-01-02,2026-02-23,4.08,6.96,3.81
2026,RNG,68.35,2026-02-03,2026-02-20,24.14,40.64,1.17
2026,RR,73.37,2026-01-02,2026-01-27,3.23,5.6,1.79
2026,RRX,63.21,2026-01-02,2026-02-11,140.495,229.3,2.68
2026,RVMD,63.2,2026-01-05,2026-01-16,76.28,124.49,5.65
2026,RZLV,91.89,2026-01-02,2026-01-16,2.59,4.97,1.12
2026,SKYT,91.29,2026-01-02,2026-01-20,18.96,36.268,1.07
2026,SLV,69.63,2026-01-02,2026-01-29,64.745,109.83,142.59
2026,SNDK,181.7,2026-01-05,2026-03-19,274.08,772.09,0.02
2026,SOLS,75.08,2026-01-02,2026-02-12,48.23,84.44,2.79
2026,STRL,62.64,2026-01-08,2026-02-26,293.3,477.0277,2.63
2026,STX,65.59,2026-01-05,2026-02-12,277.6927,459.84,22.99
2026,SVM,76.07,2026-01-02,2026-01-26,7.9514,14.0,1.08
2026,TER,73.1,2026-01-02,2026-02-26,199.26,344.915,12.69
2026,TPL,94.77,2026-01-02,2026-02-23,280.95,547.2,2.88
2026,TTMI,74.03,2026-01-06,2026-02-25,65.1965,113.46,3.79
